Protein,Protein ID,Control,Treatment,Difference
sp|Q9HDC9|APMAP_HUMAN,Q9HDC9,16,0,-16
sp|Q9NQR4|NIT2_HUMAN,Q9NQR4,16,0,-16
sp|Q9P2J5|SYLC_HUMAN,Q9P2J5,16,0,-16
sp|Q9UHX1|PUF60_HUMAN,Q9UHX1,16,0,-16
sp|Q9UJZ1|STML2_HUMAN,Q9UJZ1,16,0,-16
sp|Q9UMS4|PRP19_HUMAN,Q9UMS4,16,0,-16
sp|Q9UNF0|PACN2_HUMAN,Q9UNF0,16,0,-16
sp|Q9Y224|RTRAF_HUMAN,Q9Y224,16,0,-16
sp|O00232|PSD12_HUMAN,O00232,15,0,-15
sp|O00264|PGRC1_HUMAN,O00264,15,0,-15
sp|O00429|DNM1L_HUMAN,O00429,15,0,-15
sp|O14672|ADA10_HUMAN,O14672,15,0,-15
sp|O75131|CPNE3_HUMAN,O75131,15,0,-15
sp|O75534|CSDE1_HUMAN,O75534,15,0,-15
sp|O95782|AP2A1_HUMAN,O95782,15,0,-15
sp|P00492|HPRT_HUMAN,P00492,15,0,-15
sp|P07602|SAP_HUMAN,P07602,15,0,-15
sp|P08727|K1C19_HUMAN,P08727,15,0,-15
sp|P09012|SNRPA_HUMAN,P09012,15,0,-15
sp|P09211|GSTP1_HUMAN,P09211,38,23,-15
sp|P09972|ALDOC_HUMAN,P09972,15,0,-15
sp|P13073|COX41_HUMAN,P13073,15,0,-15
sp|P14678|RSMB_HUMAN,P14678,15,0,-15
sp|P16435|NCPR_HUMAN,P16435,15,0,-15
sp|P18124|RL7_HUMAN,P18124,15,0,-15
sp|P20042|IF2B_HUMAN,P20042,15,0,-15
sp|P22392|NDKB_HUMAN,P22392,15,0,-15
sp|P23381|SYWC_HUMAN,P23381,15,0,-15
sp|P25325|THTM_HUMAN,P25325,15,0,-15
sp|P28066|PSA5_HUMAN,P28066,15,0,-15
sp|P31689|DNJA1_HUMAN,P31689,15,0,-15
sp|P33527|MRP1_HUMAN,P33527,15,0,-15
sp|P35637|FUS_HUMAN,P35637,15,0,-15
sp|P41250|GARS_HUMAN,P41250,15,0,-15
sp|P46060|RAGP1_HUMAN,P46060,15,0,-15
sp|P47897|SYQ_HUMAN,P47897,15,0,-15
sp|P48047|ATPO_HUMAN,P48047,15,0,-15
sp|P48506|GSH1_HUMAN,P48506,15,0,-15
sp|P48637|GSHB_HUMAN,P48637,15,0,-15
sp|P49189|AL9A1_HUMAN,P49189,15,0,-15
sp|P51648|AL3A2_HUMAN,P51648,15,0,-15
sp|P51858|HDGF_HUMAN,P51858,15,0,-15
sp|P52597|HNRPF_HUMAN,P52597,15,0,-15
sp|P54819|KAD2_HUMAN,P54819,15,0,-15
sp|P61088|UBE2N_HUMAN,P61088,15,0,-15
sp|P61586|RHOA_HUMAN,P61586,15,0,-15
sp|P62081|RS7_HUMAN,P62081,15,0,-15
sp|P62140|PP1B_HUMAN,P62140,15,0,-15
sp|P62917|RL8_HUMAN,P62917,15,0,-15
sp|P63000|RAC1_HUMAN,P63000,15,0,-15
sp|P68032|ACTC_HUMAN,P68032,15,0,-15
sp|P82979|SARNP_HUMAN,P82979,15,0,-15
sp|P84103|SRSF3_HUMAN,P84103,15,0,-15
sp|Q06210|GFPT1_HUMAN,Q06210,15,0,-15
sp|Q12931|TRAP1_HUMAN,Q12931,15,0,-15
sp|Q13162|PRDX4_HUMAN,Q13162,15,0,-15
sp|Q15424|SAFB1_HUMAN,Q15424,15,0,-15
sp|Q15907|RB11B_HUMAN,Q15907,15,0,-15
sp|Q16401|PSMD5_HUMAN,Q16401,15,0,-15
sp|Q53FA7|QORX_HUMAN,Q53FA7,15,0,-15
sp|Q8WWM7|ATX2L_HUMAN,Q8WWM7,15,0,-15
sp|Q96AG4|LRC59_HUMAN,Q96AG4,15,0,-15
sp|Q96I24|FUBP3_HUMAN,Q96I24,15,0,-15
sp|Q96QK1|VPS35_HUMAN,Q96QK1,15,0,-15
sp|Q99733|NP1L4_HUMAN,Q99733,15,0,-15
sp|Q9NTK5|OLA1_HUMAN,Q9NTK5,15,0,-15
sp|Q9NYL9|TMOD3_HUMAN,Q9NYL9,15,0,-15
sp|Q9UJU6|DBNL_HUMAN,Q9UJU6,15,0,-15
sp|Q9UKV3|ACINU_HUMAN,Q9UKV3,15,0,-15
sp|O00303|EIF3F_HUMAN,O00303,14,0,-14
sp|O14776|TCRG1_HUMAN,O14776,14,0,-14
sp|O14980|XPO1_HUMAN,O14980,14,0,-14
sp|O43169|CYB5B_HUMAN,O43169,14,0,-14
sp|O75116|ROCK2_HUMAN,O75116,14,0,-14
sp|O95347|SMC2_HUMAN,O95347,14,0,-14
sp|P00491|PNPH_HUMAN,P00491,14,0,-14
sp|P12955|PEPD_HUMAN,P12955,14,0,-14
sp|P13010|XRCC5_HUMAN,P13010,14,0,-14
sp|P15428|PGDH_HUMAN,P15428,14,0,-14
sp|P17301|ITA2_HUMAN,P17301,14,0,-14
sp|P17655|CAN2_HUMAN,P17655,14,0,-14
sp|P22061|PIMT_HUMAN,P22061,14,0,-14
sp|P23919|KTHY_HUMAN,P23919,14,0,-14
sp|P24534|EF1B_HUMAN,P24534,14,0,-14
sp|P25787|PSA2_HUMAN,P25787,14,0,-14
sp|P31040|SDHA_HUMAN,P31040,14,0,-14
sp|P35580|MYH10_HUMAN,P35580,14,0,-14
sp|P49773|HINT1_HUMAN,P49773,14,0,-14
sp|P50213|IDH3A_HUMAN,P50213,14,0,-14
sp|P50238|CRIP1_HUMAN,P50238,14,0,-14
sp|P55011|S12A2_HUMAN,P55011,14,0,-14
sp|P56192|SYMC_HUMAN,P56192,14,0,-14
sp|P62750|RL23A_HUMAN,P62750,14,0,-14
sp|P62979|RS27A_HUMAN,P62979,47,33,-14
sp|P63173|RL38_HUMAN,P63173,14,0,-14
sp|P63208|SKP1_HUMAN,P63208,14,0,-14
sp|P69849|NOMO3_HUMAN,P69849,14,0,-14
sp|Q04917|1433F_HUMAN,Q04917,14,0,-14
sp|Q07866|KLC1_HUMAN,Q07866,14,0,-14
sp|Q15008|PSMD6_HUMAN,Q15008,14,0,-14
sp|Q15102|PA1B3_HUMAN,Q15102,14,0,-14
sp|Q15738|NSDHL_HUMAN,Q15738,14,0,-14
sp|Q16698|DECR_HUMAN,Q16698,14,0,-14
sp|Q53GQ0|DHB12_HUMAN,Q53GQ0,14,0,-14
sp|Q8WX93|PALLD_HUMAN,Q8WX93,14,0,-14
sp|Q96I99|SUCB2_HUMAN,Q96I99,14,0,-14
sp|Q9BXP5|SRRT_HUMAN,Q9BXP5,14,0,-14
sp|Q9HC35|EMAL4_HUMAN,Q9HC35,14,0,-14
sp|Q9NVA2|SEP11_HUMAN,Q9NVA2,14,0,-14
sp|Q9UBE0|SAE1_HUMAN,Q9UBE0,14,0,-14
sp|Q9UBQ7|GRHPR_HUMAN,Q9UBQ7,14,0,-14
sp|Q9ULV4|COR1C_HUMAN,Q9ULV4,14,0,-14
sp|O14964|HGS_HUMAN,O14964,13,0,-13
sp|O43852|CALU_HUMAN,O43852,13,0,-13
sp|O76003|GLRX3_HUMAN,O76003,13,0,-13
sp|O95433|AHSA1_HUMAN,O95433,13,0,-13
sp|P06753|TPM3_HUMAN,P06753,13,0,-13
sp|P07686|HEXB_HUMAN,P07686,13,0,-13
sp|P09874|PARP1_HUMAN,P09874,13,0,-13
sp|P11766|ADHX_HUMAN,P11766,13,0,-13
sp|P15559|NQO1_HUMAN,P15559,41,28,-13
sp|P25789|PSA4_HUMAN,P25789,13,0,-13
sp|P26006|ITA3_HUMAN,P26006,13,0,-13
sp|P26196|DDX6_HUMAN,P26196,13,0,-13
sp|P35222|CTNB1_HUMAN,P35222,13,0,-13
sp|P35237|SPB6_HUMAN,P35237,13,0,-13
sp|P36871|PGM1_HUMAN,P36871,13,0,-13
sp|P39748|FEN1_HUMAN,P39748,13,0,-13
sp|P45974|UBP5_HUMAN,P45974,13,0,-13
sp|P49755|TMEDA_HUMAN,P49755,13,0,-13
sp|P51148|RAB5C_HUMAN,P51148,13,0,-13
sp|P51572|BAP31_HUMAN,P51572,13,0,-13
sp|P53999|TCP4_HUMAN,P53999,13,0,-13
sp|P61026|RAB10_HUMAN,P61026,13,0,-13
sp|P61106|RAB14_HUMAN,P61106,13,0,-13
sp|P62191|PRS4_HUMAN,P62191,13,0,-13
sp|P62277|RS13_HUMAN,P62277,13,0,-13
sp|P62873|GBB1_HUMAN,P62873,13,0,-13
sp|P63220|RS21_HUMAN,P63220,13,0,-13
sp|P67775|PP2AA_HUMAN,P67775,13,0,-13
sp|P68431|H31_HUMAN,P68431,13,0,-13
sp|Q02818|NUCB1_HUMAN,Q02818,13,0,-13
sp|Q12860|CNTN1_HUMAN,Q12860,13,0,-13
sp|Q13185|CBX3_HUMAN,Q13185,13,0,-13
sp|Q13347|EIF3I_HUMAN,Q13347,13,0,-13
sp|Q13418|ILK_HUMAN,Q13418,13,0,-13
sp|Q13586|STIM1_HUMAN,Q13586,13,0,-13
sp|Q14195|DPYL3_HUMAN,Q14195,13,0,-13
sp|Q14444|CAPR1_HUMAN,Q14444,13,0,-13
sp|Q15005|SPCS2_HUMAN,Q15005,13,0,-13
sp|Q15819|UB2V2_HUMAN,Q15819,13,0,-13
sp|Q16543|CDC37_HUMAN,Q16543,13,0,-13
sp|Q5JRX3|PREP_HUMAN,Q5JRX3,13,0,-13
sp|Q92973|TNPO1_HUMAN,Q92973,13,0,-13
sp|Q99426|TBCB_HUMAN,Q99426,13,0,-13
sp|Q99536|VAT1_HUMAN,Q99536,13,0,-13
sp|Q99729|ROAA_HUMAN,Q99729,13,0,-13
sp|Q9H4M9|EHD1_HUMAN,Q9H4M9,13,0,-13
sp|Q9H6S3|ES8L2_HUMAN,Q9H6S3,13,0,-13
sp|Q9P0L0|VAPA_HUMAN,Q9P0L0,13,0,-13
sp|Q9P258|RCC2_HUMAN,Q9P258,13,0,-13
sp|Q9UNH7|SNX6_HUMAN,Q9UNH7,13,0,-13
sp|Q9Y262|EIF3L_HUMAN,Q9Y262,13,0,-13
sp|Q9Y305|ACOT9_HUMAN,Q9Y305,13,0,-13
sp|Q9Y520|PRC2C_HUMAN,Q9Y520,13,0,-13
sp|O00231|PSD11_HUMAN,O00231,12,0,-12
sp|O00425|IF2B3_HUMAN,O00425,12,0,-12
sp|O14737|PDCD5_HUMAN,O14737,12,0,-12
sp|O14745|NHRF1_HUMAN,O14745,12,0,-12
sp|O15067|PUR4_HUMAN,O15067,12,0,-12
sp|O43865|SAHH2_HUMAN,O43865,12,0,-12
sp|O60749|SNX2_HUMAN,O60749,12,0,-12
sp|O75153|CLU_HUMAN,O75153,12,0,-12
sp|O75976|CBPD_HUMAN,O75976,12,0,-12
sp|O95336|6PGL_HUMAN,O95336,12,0,-12
sp|O95573|ACSL3_HUMAN,O95573,12,0,-12
sp|O95758|PTBP3_HUMAN,O95758,12,0,-12
sp|P04844|RPN2_HUMAN,P04844,12,0,-12
sp|P07954|FUMH_HUMAN,P07954,12,0,-12
sp|P10599|THIO_HUMAN,P10599,28,16,-12
sp|P11177|ODPB_HUMAN,P11177,12,0,-12
sp|P22102|PUR2_HUMAN,P22102,12,0,-12
sp|P25685|DNJB1_HUMAN,P25685,12,0,-12
sp|P26373|RL13_HUMAN,P26373,12,0,-12
sp|P35354|PGH2_HUMAN,P35354,12,0,-12
sp|P35606|COPB2_HUMAN,P35606,12,0,-12
sp|P40429|RL13A_HUMAN,P40429,12,0,-12
sp|P54578|UBP14_HUMAN,P54578,12,0,-12
sp|P61313|RL15_HUMAN,P61313,12,0,-12
sp|P62316|SMD2_HUMAN,P62316,12,0,-12
sp|P78344|IF4G2_HUMAN,P78344,12,0,-12
sp|Q14203|DCTN1_HUMAN,Q14203,12,0,-12
sp|Q14651|PLSI_HUMAN,Q14651,12,0,-12
sp|Q15366|PCBP2_HUMAN,Q15366,12,0,-12
sp|Q15758|AAAT_HUMAN,Q15758,12,0,-12
sp|Q3ZCQ8|TIM50_HUMAN,Q3ZCQ8,12,0,-12
sp|Q86V81|THOC4_HUMAN,Q86V81,12,0,-12
sp|Q8WXF1|PSPC1_HUMAN,Q8WXF1,12,0,-12
sp|Q96HE7|ERO1A_HUMAN,Q96HE7,12,0,-12
sp|Q9BS26|ERP44_HUMAN,Q9BS26,12,0,-12
sp|Q9BXJ9|NAA15_HUMAN,Q9BXJ9,12,0,-12
sp|Q9BYT8|NEUL_HUMAN,Q9BYT8,12,0,-12
sp|Q9HCC0|MCCB_HUMAN,Q9HCC0,12,0,-12
sp|Q9NVI7|ATD3A_HUMAN,Q9NVI7,12,0,-12
sp|Q9UHD1|CHRD1_HUMAN,Q9UHD1,12,0,-12
sp|Q9UHG3|PCYOX_HUMAN,Q9UHG3,12,0,-12
sp|Q9Y6N5|SQOR_HUMAN,Q9Y6N5,12,0,-12
sp|O15145|ARPC3_HUMAN,O15145,11,0,-11
sp|O15230|LAMA5_HUMAN,O15230,11,0,-11
sp|O15294|OGT1_HUMAN,O15294,11,0,-11
sp|O15305|PMM2_HUMAN,O15305,11,0,-11
sp|O15347|HMGB3_HUMAN,O15347,11,0,-11
sp|O15355|PPM1G_HUMAN,O15355,11,0,-11
sp|O15371|EIF3D_HUMAN,O15371,11,0,-11
sp|O75489|NDUS3_HUMAN,O75489,11,0,-11
sp|O75821|EIF3G_HUMAN,O75821,11,0,-11
sp|O94979|SC31A_HUMAN,O94979,11,0,-11
sp|O96008|TOM40_HUMAN,O96008,11,0,-11
sp|P04179|SODM_HUMAN,P04179,11,0,-11
sp|P05026|AT1B1_HUMAN,P05026,11,0,-11
sp|P06737|PYGL_HUMAN,P06737,11,0,-11
sp|P07384|CAN1_HUMAN,P07384,11,0,-11
sp|P07741|APT_HUMAN,P07741,11,0,-11
sp|P07858|CATB_HUMAN,P07858,11,0,-11
sp|P09661|RU2A_HUMAN,P09661,11,0,-11
sp|P0DMM9|ST1A3_HUMAN,P0DMM9,11,0,-11
sp|P10606|COX5B_HUMAN,P10606,11,0,-11
sp|P11717|MPRI_HUMAN,P11717,11,0,-11
sp|P18621|RL17_HUMAN,P18621,11,0,-11
sp|P20290|BTF3_HUMAN,P20290,11,0,-11
sp|P20674|COX5A_HUMAN,P20674,11,0,-11
sp|P21980|TGM2_HUMAN,P21980,11,0,-11
sp|P24539|AT5F1_HUMAN,P24539,11,0,-11
sp|P30520|PURA2_HUMAN,P30520,11,0,-11
sp|P30740|ILEU_HUMAN,P30740,11,0,-11
sp|P47712|PA24A_HUMAN,P47712,11,0,-11
sp|P48735|IDHP_HUMAN,P48735,11,0,-11
sp|P48739|PIPNB_HUMAN,P48739,11,0,-11
sp|P49589|SYCC_HUMAN,P49589,11,0,-11
sp|P51149|RAB7A_HUMAN,P51149,11,0,-11
sp|P51570|GALK1_HUMAN,P51570,11,0,-11
sp|P51665|PSMD7_HUMAN,P51665,11,0,-11
sp|P52594|AGFG1_HUMAN,P52594,11,0,-11
sp|P53992|SC24C_HUMAN,P53992,11,0,-11
sp|P60900|PSA6_HUMAN,P60900,11,0,-11
sp|P61011|SRP54_HUMAN,P61011,11,0,-11
sp|P61163|ACTZ_HUMAN,P61163,11,0,-11
sp|P61221|ABCE1_HUMAN,P61221,11,0,-11
sp|P61970|NTF2_HUMAN,P61970,11,0,-11
sp|P61981|1433G_HUMAN,P61981,11,0,-11
sp|P62633|CNBP_HUMAN,P62633,11,0,-11
sp|P62820|RAB1A_HUMAN,P62820,11,0,-11
sp|P62910|RL32_HUMAN,P62910,11,0,-11
sp|P63261|ACTG_HUMAN,P63261,11,0,-11
sp|Q02952|AKA12_HUMAN,Q02952,11,0,-11
sp|Q04837|SSBP_HUMAN,Q04837,11,0,-11
sp|Q05193|DYN1_HUMAN,Q05193,11,0,-11
sp|Q08211|DHX9_HUMAN,Q08211,11,0,-11
sp|Q12907|LMAN2_HUMAN,Q12907,11,0,-11
sp|Q13310|PABP4_HUMAN,Q13310,11,0,-11
sp|Q13740|CD166_HUMAN,Q13740,11,0,-11
sp|Q14008|CKAP5_HUMAN,Q14008,11,0,-11
sp|Q15046|SYK_HUMAN,Q15046,11,0,-11
sp|Q15056|IF4H_HUMAN,Q15056,11,0,-11
sp|Q15075|EEA1_HUMAN,Q15075,11,0,-11
sp|Q15942|ZYX_HUMAN,Q15942,11,0,-11
sp|Q6PUV4|CPLX2_HUMAN,Q6PUV4,11,0,-11
sp|Q8IX12|CCAR1_HUMAN,Q8IX12,11,0,-11
sp|Q92688|AN32B_HUMAN,Q92688,11,0,-11
sp|Q96A33|CCD47_HUMAN,Q96A33,11,0,-11
sp|Q99798|ACON_HUMAN,Q99798,11,0,-11
sp|Q9BRK5|CAB45_HUMAN,Q9BRK5,11,0,-11
sp|Q9BWF3|RBM4_HUMAN,Q9BWF3,11,0,-11
sp|Q9HB07|MYG1_HUMAN,Q9HB07,11,0,-11
sp|Q9NR45|SIAS_HUMAN,Q9NR45,11,0,-11
sp|Q9NSD9|SYFB_HUMAN,Q9NSD9,11,0,-11
sp|Q9NX63|MIC19_HUMAN,Q9NX63,11,0,-11
sp|Q9P2R7|SUCB1_HUMAN,Q9P2R7,11,0,-11
sp|Q9UDT6|CLIP2_HUMAN,Q9UDT6,11,0,-11
sp|Q9ULC4|MCTS1_HUMAN,Q9ULC4,11,0,-11
sp|Q9UMX0|UBQL1_HUMAN,Q9UMX0,11,0,-11
sp|Q9Y678|COPG1_HUMAN,Q9Y678,11,0,-11
sp|O00629|IMA3_HUMAN,O00629,10,0,-10
sp|O15460|P4HA2_HUMAN,O15460,10,0,-10
sp|O43175|SERA_HUMAN,O43175,10,0,-10
sp|O43242|PSMD3_HUMAN,O43242,10,0,-10
sp|O43291|SPIT2_HUMAN,O43291,10,0,-10
sp|O43396|TXNL1_HUMAN,O43396,10,0,-10
sp|O60884|DNJA2_HUMAN,O60884,10,0,-10
sp|O75955|FLOT1_HUMAN,O75955,10,0,-10
sp|O75964|ATP5L_HUMAN,O75964,10,0,-10
sp|O95817|BAG3_HUMAN,O95817,10,0,-10
sp|P00441|SODC_HUMAN,P00441,14,4,-10
sp|P04080|CYTB_HUMAN,P04080,10,0,-10
sp|P06865|HEXA_HUMAN,P06865,10,0,-10
sp|P08559|ODPA_HUMAN,P08559,10,0,-10
sp|P08708|RS17_HUMAN,P08708,10,0,-10
sp|P08754|GNAI3_HUMAN,P08754,10,0,-10
sp|P10620|MGST1_HUMAN,P10620,10,0,-10
sp|P12931|SRC_HUMAN,P12931,10,0,-10
sp|P13674|P4HA1_HUMAN,P13674,10,0,-10
sp|P18077|RL35A_HUMAN,P18077,10,0,-10
sp|P21283|VATC1_HUMAN,P21283,10,0,-10
sp|P21912|SDHB_HUMAN,P21912,10,0,-10
sp|P24666|PPAC_HUMAN,P24666,10,0,-10
sp|P27105|STOM_HUMAN,P27105,10,0,-10
sp|P27635|RL10_HUMAN,P27635,10,0,-10
sp|P30085|KCY_HUMAN,P30085,10,0,-10
sp|P30533|AMRP_HUMAN,P30533,10,0,-10
sp|P31947|1433S_HUMAN,P31947,10,0,-10
sp|P32322|P5CR1_HUMAN,P32322,10,0,-10
sp|P35613|BASI_HUMAN,P35613,10,0,-10
sp|P35659|DEK_HUMAN,P35659,10,0,-10
sp|P36957|ODO2_HUMAN,P36957,10,0,-10
sp|P40763|STAT3_HUMAN,P40763,10,0,-10
sp|P45973|CBX5_HUMAN,P45973,10,0,-10
sp|P48147|PPCE_HUMAN,P48147,10,0,-10
sp|P48556|PSMD8_HUMAN,P48556,10,0,-10
sp|P49591|SYSC_HUMAN,P49591,10,0,-10
sp|P49750|YLPM1_HUMAN,P49750,10,0,-10
sp|P53367|ARFP1_HUMAN,P53367,10,0,-10
sp|P53634|CATC_HUMAN,P53634,10,0,-10
sp|P55209|NP1L1_HUMAN,P55209,10,0,-10
sp|P55265|DSRAD_HUMAN,P55265,10,0,-10
sp|P61457|PHS_HUMAN,P61457,10,0,-10
sp|P62318|SMD3_HUMAN,P62318,10,0,-10
sp|P62829|RL23_HUMAN,P62829,10,0,-10
sp|P62906|RL10A_HUMAN,P62906,10,0,-10
sp|P62913|RL11_HUMAN,P62913,10,0,-10
sp|P62942|FKB1A_HUMAN,P62942,10,0,-10
sp|P62993|GRB2_HUMAN,P62993,10,0,-10
sp|P63167|DYL1_HUMAN,P63167,10,0,-10
sp|P68036|UB2L3_HUMAN,P68036,10,0,-10
sp|Q00059|TFAM_HUMAN,Q00059,10,0,-10
sp|Q01130|SRSF2_HUMAN,Q01130,10,0,-10
sp|Q01844|EWS_HUMAN,Q01844,10,0,-10
sp|Q05639|EF1A2_HUMAN,Q05639,10,0,-10
sp|Q07021|C1QBP_HUMAN,Q07021,10,0,-10
sp|Q07812|BAX_HUMAN,Q07812,10,0,-10
sp|Q07960|RHG01_HUMAN,Q07960,10,0,-10
sp|Q12874|SF3A3_HUMAN,Q12874,10,0,-10
sp|Q13151|ROA0_HUMAN,Q13151,10,0,-10
sp|Q13177|PAK2_HUMAN,Q13177,10,0,-10
sp|Q13242|SRSF9_HUMAN,Q13242,10,0,-10
sp|Q13363|CTBP1_HUMAN,Q13363,10,0,-10
sp|Q13442|HAP28_HUMAN,Q13442,10,0,-10
sp|Q14126|DSG2_HUMAN,Q14126,10,0,-10
sp|Q15067|ACOX1_HUMAN,Q15067,10,0,-10
sp|Q15185|TEBP_HUMAN,Q15185,10,0,-10
sp|Q6YHK3|CD109_HUMAN,Q6YHK3,10,0,-10
sp|Q71UM5|RS27L_HUMAN,Q71UM5,10,0,-10
sp|Q7Z2W4|ZCCHV_HUMAN,Q7Z2W4,10,0,-10
sp|Q8IWX8|CHERP_HUMAN,Q8IWX8,10,0,-10
sp|Q8N1G4|LRC47_HUMAN,Q8N1G4,10,0,-10
sp|Q92499|DDX1_HUMAN,Q92499,10,0,-10
sp|Q92734|TFG_HUMAN,Q92734,10,0,-10
sp|Q92900|RENT1_HUMAN,Q92900,10,0,-10
sp|Q93008|USP9X_HUMAN,Q93008,10,0,-10
sp|Q99471|PFD5_HUMAN,Q99471,10,0,-10
sp|Q9BPW8|NIPS1_HUMAN,Q9BPW8,10,0,-10
sp|Q9BRA2|TXD17_HUMAN,Q9BRA2,10,0,-10
sp|Q9BT78|CSN4_HUMAN,Q9BT78,10,0,-10
sp|Q9BUP3|HTAI2_HUMAN,Q9BUP3,10,0,-10
sp|Q9BVK6|TMED9_HUMAN,Q9BVK6,10,0,-10
sp|Q9GZT3|SLIRP_HUMAN,Q9GZT3,10,0,-10
sp|Q9GZZ1|NAA50_HUMAN,Q9GZZ1,10,0,-10
sp|Q9H0D6|XRN2_HUMAN,Q9H0D6,10,0,-10
sp|Q9H910|JUPI2_HUMAN,Q9H910,10,0,-10
sp|Q9NQC3|RTN4_HUMAN,Q9NQC3,10,0,-10
sp|Q9NTZ6|RBM12_HUMAN,Q9NTZ6,10,0,-10
sp|Q9NZU5|LMCD1_HUMAN,Q9NZU5,10,0,-10
sp|Q9UGI8|TES_HUMAN,Q9UGI8,10,0,-10
sp|Q9UHB9|SRP68_HUMAN,Q9UHB9,10,0,-10
sp|Q9Y277|VDAC3_HUMAN,Q9Y277,10,0,-10
sp|Q9Y383|LC7L2_HUMAN,Q9Y383,10,0,-10
sp|Q9Y5X3|SNX5_HUMAN,Q9Y5X3,10,0,-10
sp|Q9Y6E0|STK24_HUMAN,Q9Y6E0,10,0,-10
sp|A0MZ66|SHOT1_HUMAN,A0MZ66,9,0,-9
sp|E9PAV3|NACAM_HUMAN,E9PAV3,9,0,-9
sp|O00487|PSDE_HUMAN,O00487,9,0,-9
sp|O14828|SCAM3_HUMAN,O14828,9,0,-9
sp|O15031|PLXB2_HUMAN,O15031,9,0,-9
sp|O43570|CAH12_HUMAN,O43570,9,0,-9
sp|O60493|SNX3_HUMAN,O60493,9,0,-9
sp|O60610|DIAP1_HUMAN,O60610,9,0,-9
sp|O75306|NDUS2_HUMAN,O75306,9,0,-9
sp|O75340|PDCD6_HUMAN,O75340,9,0,-9
sp|O76031|CLPX_HUMAN,O76031,9,0,-9
sp|O94992|HEXI1_HUMAN,O94992,9,0,-9
sp|O95202|LETM1_HUMAN,O95202,9,0,-9
sp|O95757|HS74L_HUMAN,O95757,9,0,-9
sp|O96000|NDUBA_HUMAN,O96000,9,0,-9
sp|P01130|LDLR_HUMAN,P01130,9,0,-9
sp|P08758|ANXA5_HUMAN,P08758,33,24,-9
sp|P09110|THIK_HUMAN,P09110,9,0,-9
sp|P09493|TPM1_HUMAN,P09493,9,0,-9
sp|P09543|CN37_HUMAN,P09543,9,0,-9
sp|P09622|DLDH_HUMAN,P09622,9,0,-9
sp|P10515|ODP2_HUMAN,P10515,9,0,-9
sp|P10768|ESTD_HUMAN,P10768,9,0,-9
sp|P14174|MIF_HUMAN,P14174,9,0,-9
sp|P14324|FPPS_HUMAN,P14324,9,0,-9
sp|P15927|RFA2_HUMAN,P15927,9,0,-9
sp|P17931|LEG3_HUMAN,P17931,9,0,-9
sp|P19224|UD16_HUMAN,P19224,9,0,-9
sp|P29966|MARCS_HUMAN,P29966,9,0,-9
sp|P30837|AL1B1_HUMAN,P30837,9,0,-9
sp|P33316|DUT_HUMAN,P33316,9,0,-9
sp|P33993|MCM7_HUMAN,P33993,9,0,-9
sp|P37268|FDFT_HUMAN,P37268,9,0,-9
sp|P38919|IF4A3_HUMAN,P38919,9,0,-9
sp|P42167|LAP2B_HUMAN,P42167,9,0,-9
sp|P43034|LIS1_HUMAN,P43034,9,0,-9
sp|P43304|GPDM_HUMAN,P43304,9,0,-9
sp|P43487|RANG_HUMAN,P43487,9,0,-9
sp|P46379|BAG6_HUMAN,P46379,9,0,-9
sp|P46926|GNPI1_HUMAN,P46926,9,0,-9
sp|P49757|NUMB_HUMAN,P49757,9,0,-9
sp|P50914|RL14_HUMAN,P50914,9,0,-9
sp|P51610|HCFC1_HUMAN,P51610,9,0,-9
sp|P52943|CRIP2_HUMAN,P52943,9,0,-9
sp|P53618|COPB_HUMAN,P53618,9,0,-9
sp|P60866|RS20_HUMAN,P60866,9,0,-9
sp|P61019|RAB2A_HUMAN,P61019,9,0,-9
sp|P61081|UBC12_HUMAN,P61081,9,0,-9
sp|P61353|RL27_HUMAN,P61353,9,0,-9
sp|P61916|NPC2_HUMAN,P61916,9,0,-9
sp|P62273|RS29_HUMAN,P62273,9,0,-9
sp|P62495|ERF1_HUMAN,P62495,9,0,-9
sp|P62841|RS15_HUMAN,P62841,9,0,-9
sp|P62888|RL30_HUMAN,P62888,9,0,-9
sp|P80303|NUCB2_HUMAN,P80303,9,0,-9
sp|P83916|CBX1_HUMAN,P83916,9,0,-9
sp|P84098|RL19_HUMAN,P84098,9,0,-9
sp|Q00653|NFKB2_HUMAN,Q00653,9,0,-9
sp|Q03252|LMNB2_HUMAN,Q03252,9,0,-9
sp|Q04446|GLGB_HUMAN,Q04446,9,0,-9
sp|Q07666|KHDR1_HUMAN,Q07666,9,0,-9
sp|Q08380|LG3BP_HUMAN,Q08380,9,0,-9
sp|Q10471|GALT2_HUMAN,Q10471,9,0,-9
sp|Q12965|MYO1E_HUMAN,Q12965,9,0,-9
sp|Q13443|ADAM9_HUMAN,Q13443,9,0,-9
sp|Q13510|ASAH1_HUMAN,Q13510,9,0,-9
sp|Q14244|MAP7_HUMAN,Q14244,9,0,-9
sp|Q14258|TRI25_HUMAN,Q14258,9,0,-9
sp|Q15257|PTPA_HUMAN,Q15257,9,0,-9
sp|Q15369|ELOC_HUMAN,Q15369,9,0,-9
sp|Q15637|SF01_HUMAN,Q15637,9,0,-9
sp|Q16531|DDB1_HUMAN,Q16531,9,0,-9
sp|Q32MZ4|LRRF1_HUMAN,Q32MZ4,9,0,-9
