Protein,Protein ID,Control,Treatment,LogFC
sp|Q7L1Q6|5MP2_HUMAN,Q7L1Q6,17,9,-0.9175378398080271
sp|Q7L2H7|EIF3M_HUMAN,Q7L2H7,9,8,-0.16992500144231246
sp|Q7L576|CYFP1_HUMAN,Q7L576,7,3,-1.222392421336448
sp|Q7L5N1|CSN6_HUMAN,Q7L5N1,6,3,-1
sp|Q7L9L4|MOB1B_HUMAN,Q7L9L4,5,0,-Inf
sp|Q7LBR1|CHM1B_HUMAN,Q7LBR1,4,1,-2
sp|Q7RTV0|PHF5A_HUMAN,Q7RTV0,3,3,0
sp|Q7Z2W4|ZCCHV_HUMAN,Q7Z2W4,10,18,0.8479969065549501
sp|Q7Z3B4|NUP54_HUMAN,Q7Z3B4,6,2,-1.5849625007211563
sp|Q7Z417|NUFP2_HUMAN,Q7Z417,4,1,-2
sp|Q7Z434|MAVS_HUMAN,Q7Z434,6,2,-1.5849625007211563
sp|Q7Z4H3|HDDC2_HUMAN,Q7Z4H3,3,0,-Inf
sp|Q7Z4H7|HAUS6_HUMAN,Q7Z4H7,3,0,-Inf
sp|Q7Z4V5|HDGR2_HUMAN,Q7Z4V5,2,0,-Inf
sp|Q7Z4W1|DCXR_HUMAN,Q7Z4W1,3,3,0
sp|Q7Z5L9|I2BP2_HUMAN,Q7Z5L9,5,1,-2.321928094887362
sp|Q7Z6K5|ARPIN_HUMAN,Q7Z6K5,3,0,-Inf
sp|Q7Z6Z7|HUWE1_HUMAN,Q7Z6Z7,21,13,-0.6918777046376681
sp|Q7Z739|YTHD3_HUMAN,Q7Z739,3,1,-1.5849625007211563
sp|Q7Z7H5|TMED4_HUMAN,Q7Z7H5,5,2,-1.3219280948873622
sp|Q7Z7K0|COXM1_HUMAN,Q7Z7K0,6,2,-1.5849625007211563
sp|Q7Z7K6|CENPV_HUMAN,Q7Z7K6,3,3,0
sp|Q86SF2|GALT7_HUMAN,Q86SF2,7,9,0.36257007938470837
sp|Q86SJ2|AMGO2_HUMAN,Q86SJ2,2,0,-Inf
sp|Q86SX6|GLRX5_HUMAN,Q86SX6,5,3,-0.7369655941662062
sp|Q86T03|PP4P1_HUMAN,Q86T03,3,0,-Inf
sp|Q86TB9|PATL1_HUMAN,Q86TB9,3,0,-Inf
sp|Q86UE4|LYRIC_HUMAN,Q86UE4,6,6,0
sp|Q86UK7|ZN598_HUMAN,Q86UK7,3,0,-Inf
sp|Q86UP2|KTN1_HUMAN,Q86UP2,35,16,-1.1292830169449666
sp|Q86V21|AACS_HUMAN,Q86V21,3,2,-0.5849625007211563
sp|Q86V48|LUZP1_HUMAN,Q86V48,4,1,-2
sp|Q86V81|THOC4_HUMAN,Q86V81,12,9,-0.4150374992788438
sp|Q86V88|MGDP1_HUMAN,Q86V88,2,0,-Inf
sp|Q86VP6|CAND1_HUMAN,Q86VP6,25,27,0.11103131238874395
sp|Q86VS8|HOOK3_HUMAN,Q86VS8,4,1,-2
sp|Q86W42|THOC6_HUMAN,Q86W42,3,5,0.7369655941662062
sp|Q86W92|LIPB1_HUMAN,Q86W92,4,2,-1
sp|Q86WA6|BPHL_HUMAN,Q86WA6,4,2,-1
sp|Q86X55|CARM1_HUMAN,Q86X55,2,0,-Inf
sp|Q86X76|NIT1_HUMAN,Q86X76,9,2,-2.1699250014423126
sp|Q86X83|COMD2_HUMAN,Q86X83,2,0,-Inf
sp|Q86XP3|DDX42_HUMAN,Q86XP3,6,5,-0.2630344058337938
sp|Q86XZ4|SPAS2_HUMAN,Q86XZ4,2,3,0.5849625007211562
sp|Q86Y56|DAAF5_HUMAN,Q86Y56,6,5,-0.2630344058337938
sp|Q8IUD2|RB6I2_HUMAN,Q8IUD2,2,0,-Inf
sp|Q8IV08|PLD3_HUMAN,Q8IV08,4,0,-Inf
sp|Q8IVF2|AHNK2_HUMAN,Q8IVF2,55,14,-1.9740047914670555
sp|Q8IVT2|MISP_HUMAN,Q8IVT2,16,2,-3
sp|Q8IWE2|NXP20_HUMAN,Q8IWE2,6,0,-Inf
sp|Q8IWX8|CHERP_HUMAN,Q8IWX8,10,2,-2.321928094887362
sp|Q8IWZ3|ANKH1_HUMAN,Q8IWZ3,7,0,-Inf
sp|Q8IX12|CCAR1_HUMAN,Q8IX12,11,6,-0.8744691179161412
sp|Q8IXH7|NELFD_HUMAN,Q8IXH7,2,0,-Inf
sp|Q8IXM2|BAP18_HUMAN,Q8IXM2,3,2,-0.5849625007211563
sp|Q8IY67|RAVR1_HUMAN,Q8IY67,3,0,-Inf
sp|Q8IYB5|SMAP1_HUMAN,Q8IYB5,2,2,0
sp|Q8IZ83|A16A1_HUMAN,Q8IZ83,6,4,-0.5849625007211563
sp|Q8IZP0|ABI1_HUMAN,Q8IZP0,6,1,-2.584962500721156
sp|Q8N0U8|VKORL_HUMAN,Q8N0U8,3,2,-0.5849625007211563
sp|Q8N128|F177A_HUMAN,Q8N128,3,0,-Inf
sp|Q8N163|CCAR2_HUMAN,Q8N163,20,9,-1.15200309344505
sp|Q8N183|NDUF2_HUMAN,Q8N183,4,4,0
sp|Q8N1F7|NUP93_HUMAN,Q8N1F7,9,19,1.078002512001273
sp|Q8N1G4|LRC47_HUMAN,Q8N1G4,10,4,-1.3219280948873622
sp|Q8N2K0|ABD12_HUMAN,Q8N2K0,3,4,0.41503749927884376
sp|Q8N392|RHG18_HUMAN,Q8N392,4,3,-0.4150374992788438
sp|Q8N3D4|EH1L1_HUMAN,Q8N3D4,2,2,0
sp|Q8N4H5|TOM5_HUMAN,Q8N4H5,5,6,0.2630344058337938
sp|Q8N5K1|CISD2_HUMAN,Q8N5K1,4,4,0
sp|Q8N5M4|TTC9C_HUMAN,Q8N5M4,3,1,-1.5849625007211563
sp|Q8N5N7|RM50_HUMAN,Q8N5N7,2,2,0
sp|Q8N684|CPSF7_HUMAN,Q8N684,5,3,-0.7369655941662062
sp|Q8N6M0|OTU6B_HUMAN,Q8N6M0,2,0,-Inf
sp|Q8N6T3|ARFG1_HUMAN,Q8N6T3,3,0,-Inf
sp|Q8N766|EMC1_HUMAN,Q8N766,2,10,2.321928094887362
sp|Q8N8S7|ENAH_HUMAN,Q8N8S7,8,1,-3
sp|Q8N9N8|EIF1A_HUMAN,Q8N9N8,3,1,-1.5849625007211563
sp|Q8NBF2|NHLC2_HUMAN,Q8NBF2,2,3,0.5849625007211562
sp|Q8NBJ4|GOLM1_HUMAN,Q8NBJ4,2,0,-Inf
sp|Q8NBJ5|GT251_HUMAN,Q8NBJ5,9,13,0.5305147166987798
sp|Q8NBJ7|SUMF2_HUMAN,Q8NBJ7,8,8,0
sp|Q8NBQ5|DHB11_HUMAN,Q8NBQ5,5,7,0.48542682717024166
sp|Q8NBS9|TXND5_HUMAN,Q8NBS9,20,18,-0.15200309344504995
sp|Q8NBX0|SCPDL_HUMAN,Q8NBX0,2,7,1.8073549220576042
sp|Q8NC51|PAIRB_HUMAN,Q8NC51,22,8,-1.4594316186372973
sp|Q8NCA5|FA98A_HUMAN,Q8NCA5,3,3,0
sp|Q8NCW5|NNRE_HUMAN,Q8NCW5,4,6,0.5849625007211562
sp|Q8ND56|LS14A_HUMAN,Q8ND56,9,4,-1.1699250014423124
sp|Q8NE71|ABCF1_HUMAN,Q8NE71,4,7,0.8073549220576041
sp|Q8NE86|MCU_HUMAN,Q8NE86,7,5,-0.4854268271702417
sp|Q8NEZ5|FBX22_HUMAN,Q8NEZ5,3,0,-Inf
sp|Q8NFH5|NUP35_HUMAN,Q8NFH5,6,1,-2.584962500721156
sp|Q8NFJ5|RAI3_HUMAN,Q8NFJ5,5,4,-0.3219280948873623
sp|Q8NFQ8|TOIP2_HUMAN,Q8NFQ8,7,0,-Inf
sp|Q8NFV4|ABHDB_HUMAN,Q8NFV4,4,1,-2
sp|Q8NHP8|PLBL2_HUMAN,Q8NHP8,4,3,-0.4150374992788438
sp|Q8TAQ2|SMRC2_HUMAN,Q8TAQ2,18,5,-1.84799690655495
sp|Q8TAT6|NPL4_HUMAN,Q8TAT6,7,3,-1.222392421336448
sp|Q8TB03|CX038_HUMAN,Q8TB03,3,0,-Inf
sp|Q8TB96|TIP_HUMAN,Q8TB96,2,0,-Inf
sp|Q8TBA6|GOGA5_HUMAN,Q8TBA6,6,0,-Inf
sp|Q8TBC4|UBA3_HUMAN,Q8TBC4,7,1,-2.807354922057604
sp|Q8TBX8|PI42C_HUMAN,Q8TBX8,4,2,-1
sp|Q8TC12|RDH11_HUMAN,Q8TC12,4,3,-0.4150374992788438
sp|Q8TCD5|NT5C_HUMAN,Q8TCD5,2,1,-1
sp|Q8TCT8|SPP2A_HUMAN,Q8TCT8,2,1,-1
sp|Q8TCT9|HM13_HUMAN,Q8TCT9,5,6,0.2630344058337938
sp|Q8TCZ2|C99L2_HUMAN,Q8TCZ2,4,1,-2
sp|Q8TD16|BICD2_HUMAN,Q8TD16,3,0,-Inf
sp|Q8TD19|NEK9_HUMAN,Q8TD19,3,3,0
sp|Q8TED1|GPX8_HUMAN,Q8TED1,3,1,-1.5849625007211563
sp|Q8TEM1|PO210_HUMAN,Q8TEM1,6,14,1.222392421336448
sp|Q8TEX9|IPO4_HUMAN,Q8TEX9,7,10,0.5145731728297582
sp|Q8TF74|WIPF2_HUMAN,Q8TF74,3,0,-Inf
sp|Q8WTV0|SCRB1_HUMAN,Q8WTV0,3,3,0
sp|Q8WU90|ZC3HF_HUMAN,Q8WU90,5,0,-Inf
sp|Q8WUM4|PDC6I_HUMAN,Q8WUM4,39,27,-0.5305147166987798
sp|Q8WVJ2|NUDC2_HUMAN,Q8WVJ2,5,1,-2.321928094887362
sp|Q8WVM8|SCFD1_HUMAN,Q8WVM8,6,3,-1
sp|Q8WVV9|HNRLL_HUMAN,Q8WVV9,3,2,-0.5849625007211563
sp|Q8WVY7|UBCP1_HUMAN,Q8WVY7,3,0,-Inf
sp|Q8WW12|PCNP_HUMAN,Q8WW12,6,3,-1
sp|Q8WWH5|TRUB1_HUMAN,Q8WWH5,4,1,-2
sp|Q8WWI1|LMO7_HUMAN,Q8WWI1,3,1,-1.5849625007211563
sp|Q8WWM7|ATX2L_HUMAN,Q8WWM7,15,1,-3.9068905956085187
sp|Q8WWY3|PRP31_HUMAN,Q8WWY3,6,5,-0.2630344058337938
sp|Q8WX92|NELFB_HUMAN,Q8WX92,4,0,-Inf
sp|Q8WX93|PALLD_HUMAN,Q8WX93,14,5,-1.4854268271702418
sp|Q8WXF1|PSPC1_HUMAN,Q8WXF1,12,7,-0.777607578663552
sp|Q8WXI9|P66B_HUMAN,Q8WXI9,3,0,-Inf
sp|Q8WXX5|DNJC9_HUMAN,Q8WXX5,7,4,-0.8073549220576042
sp|Q8WYA6|CTBL1_HUMAN,Q8WYA6,3,5,0.7369655941662062
sp|Q8WZ82|OVCA2_HUMAN,Q8WZ82,2,2,0
sp|Q8WZA9|IRGQ_HUMAN,Q8WZA9,3,0,-Inf
sp|Q92499|DDX1_HUMAN,Q92499,10,14,0.48542682717024166
sp|Q92520|FAM3C_HUMAN,Q92520,2,2,0
sp|Q92542|NICA_HUMAN,Q92542,5,4,-0.3219280948873623
sp|Q92552|RT27_HUMAN,Q92552,4,3,-0.4150374992788438
sp|Q92572|AP3S1_HUMAN,Q92572,3,0,-Inf
sp|Q92575|UBXN4_HUMAN,Q92575,2,2,0
sp|Q92597|NDRG1_HUMAN,Q92597,4,4,0
sp|Q92598|HS105_HUMAN,Q92598,41,16,-1.3575520046180836
sp|Q92600|CNOT9_HUMAN,Q92600,5,3,-0.7369655941662062
sp|Q92609|TBCD5_HUMAN,Q92609,2,0,-Inf
sp|Q92614|MY18A_HUMAN,Q92614,5,17,1.765534746362977
sp|Q92615|LAR4B_HUMAN,Q92615,5,0,-Inf
sp|Q92616|GCN1_HUMAN,Q92616,26,43,0.7258250365610057
sp|Q92665|RT31_HUMAN,Q92665,4,7,0.8073549220576041
sp|Q92688|AN32B_HUMAN,Q92688,11,4,-1.4594316186372973
sp|Q92692|NECT2_HUMAN,Q92692,2,1,-1
sp|Q92734|TFG_HUMAN,Q92734,10,4,-1.3219280948873622
sp|Q92747|ARC1A_HUMAN,Q92747,2,0,-Inf
sp|Q92769|HDAC2_HUMAN,Q92769,3,0,-Inf
sp|Q92783|STAM1_HUMAN,Q92783,7,3,-1.222392421336448
sp|Q92797|SYMPK_HUMAN,Q92797,2,5,1.3219280948873624
sp|Q92804|RBP56_HUMAN,Q92804,7,3,-1.222392421336448
sp|Q92805|GOGA1_HUMAN,Q92805,1,0,-Inf
sp|Q92820|GGH_HUMAN,Q92820,5,2,-1.3219280948873622
sp|Q92823|NRCAM_HUMAN,Q92823,17,1,-4.087462841250339
sp|Q92841|DDX17_HUMAN,Q92841,19,15,-0.34103691783506696
sp|Q92879|CELF1_HUMAN,Q92879,8,4,-1
sp|Q92887|MRP2_HUMAN,Q92887,3,11,1.874469117916141
sp|Q92888|ARHG1_HUMAN,Q92888,6,4,-0.5849625007211563
sp|Q92890|UFD1_HUMAN,Q92890,9,3,-1.5849625007211563
sp|Q92896|GSLG1_HUMAN,Q92896,28,21,-0.4150374992788438
sp|Q92900|RENT1_HUMAN,Q92900,10,11,0.13750352374993502
sp|Q92905|CSN5_HUMAN,Q92905,7,3,-1.222392421336448
sp|Q92917|GPKOW_HUMAN,Q92917,3,0,-Inf
sp|Q92934|BAD_HUMAN,Q92934,2,0,-Inf
sp|Q92945|FUBP2_HUMAN,Q92945,42,20,-1.070389327891398
sp|Q92973|TNPO1_HUMAN,Q92973,13,9,-0.5305147166987798
sp|Q92979|NEP1_HUMAN,Q92979,6,0,-Inf
sp|Q93008|USP9X_HUMAN,Q93008,10,16,0.6780719051126377
sp|Q93009|UBP7_HUMAN,Q93009,2,4,1
sp|Q93052|LPP_HUMAN,Q93052,18,4,-2.1699250014423126
sp|Q93062|RBPMS_HUMAN,Q93062,2,0,-Inf
sp|Q93099|HGD_HUMAN,Q93099,3,0,-Inf
sp|Q969G3|SMCE1_HUMAN,Q969G3,5,2,-1.3219280948873622
sp|Q969G6|RIFK_HUMAN,Q969G6,4,0,-Inf
sp|Q969H8|MYDGF_HUMAN,Q969H8,4,7,0.8073549220576041
sp|Q969M3|YIPF5_HUMAN,Q969M3,2,2,0
sp|Q969Q0|RL36L_HUMAN,Q969Q0,4,2,-1
sp|Q969T9|WBP2_HUMAN,Q969T9,4,0,-Inf
sp|Q969V3|NCLN_HUMAN,Q969V3,6,9,0.5849625007211562
sp|Q969X5|ERGI1_HUMAN,Q969X5,3,5,0.7369655941662062
sp|Q96A26|F162A_HUMAN,Q96A26,8,5,-0.6780719051126377
sp|Q96A33|CCD47_HUMAN,Q96A33,11,16,0.5405683813627028
sp|Q96A49|SYAP1_HUMAN,Q96A49,8,0,-Inf
sp|Q96A72|MGN2_HUMAN,Q96A72,5,0,-Inf
sp|Q96AB3|ISOC2_HUMAN,Q96AB3,2,1,-1
sp|Q96AC1|FERM2_HUMAN,Q96AC1,3,2,-0.5849625007211563
sp|Q96AE4|FUBP1_HUMAN,Q96AE4,35,14,-1.3219280948873622
sp|Q96AG4|LRC59_HUMAN,Q96AG4,15,16,0.09310940439148145
sp|Q96AY3|FKB10_HUMAN,Q96AY3,6,6,0
sp|Q96B97|SH3K1_HUMAN,Q96B97,4,2,-1
sp|Q96BM9|ARL8A_HUMAN,Q96BM9,2,1,-1
sp|Q96BN8|OTUL_HUMAN,Q96BN8,5,0,-Inf
sp|Q96C01|F136A_HUMAN,Q96C01,3,3,0
sp|Q96C19|EFHD2_HUMAN,Q96C19,9,4,-1.1699250014423124
sp|Q96C23|GALM_HUMAN,Q96C23,3,3,0
sp|Q96C36|P5CR2_HUMAN,Q96C36,5,1,-2.321928094887362
sp|Q96C86|DCPS_HUMAN,Q96C86,5,0,-Inf
sp|Q96CM8|ACSF2_HUMAN,Q96CM8,3,6,1
sp|Q96CN7|ISOC1_HUMAN,Q96CN7,3,5,0.7369655941662062
sp|Q96CS3|FAF2_HUMAN,Q96CS3,4,6,0.5849625007211562
sp|Q96CT7|CC124_HUMAN,Q96CT7,4,3,-0.4150374992788438
sp|Q96CV9|OPTN_HUMAN,Q96CV9,5,0,-Inf
sp|Q96CW1|AP2M1_HUMAN,Q96CW1,6,7,0.22239242133644802
sp|Q96D53|COQ8B_HUMAN,Q96D53,3,4,0.41503749927884376
sp|Q96DB5|RMD1_HUMAN,Q96DB5,3,0,-Inf
sp|Q96DG6|CMBL_HUMAN,Q96DG6,4,1,-2
sp|Q96DV4|RM38_HUMAN,Q96DV4,5,5,0
sp|Q96DZ1|ERLEC_HUMAN,Q96DZ1,6,3,-1
sp|Q96EA4|SPDLY_HUMAN,Q96EA4,2,0,-Inf
sp|Q96EK5|KBP_HUMAN,Q96EK5,2,0,-Inf
sp|Q96EK6|GNA1_HUMAN,Q96EK6,4,0,-Inf
sp|Q96EL3|RM53_HUMAN,Q96EL3,7,3,-1.222392421336448
sp|Q96EP5|DAZP1_HUMAN,Q96EP5,7,3,-1.222392421336448
sp|Q96EY1|DNJA3_HUMAN,Q96EY1,6,2,-1.5849625007211563
sp|Q96EY8|MMAB_HUMAN,Q96EY8,5,3,-0.7369655941662062
sp|Q96FJ2|DYL2_HUMAN,Q96FJ2,3,2,-0.5849625007211563
sp|Q96FQ6|S10AG_HUMAN,Q96FQ6,6,4,-0.5849625007211563
sp|Q96FV2|SCRN2_HUMAN,Q96FV2,6,0,-Inf
sp|Q96FV9|THOC1_HUMAN,Q96FV9,4,2,-1
sp|Q96FW1|OTUB1_HUMAN,Q96FW1,18,7,-1.3625700793847082
sp|Q96G03|PGM2_HUMAN,Q96G03,3,2,-0.5849625007211563
sp|Q96G28|CFA36_HUMAN,Q96G28,3,0,-Inf
sp|Q96GA7|SDSL_HUMAN,Q96GA7,3,0,-Inf
sp|Q96GK7|FAH2A_HUMAN,Q96GK7,6,2,-1.5849625007211563
sp|Q96GX9|MTNB_HUMAN,Q96GX9,6,0,-Inf
sp|Q96HC4|PDLI5_HUMAN,Q96HC4,26,12,-1.1154772174199359
sp|Q96HE7|ERO1A_HUMAN,Q96HE7,12,16,0.41503749927884376
sp|Q96HS1|PGAM5_HUMAN,Q96HS1,7,7,0
sp|Q96I24|FUBP3_HUMAN,Q96I24,15,8,-0.9068905956085186
sp|Q96I25|SPF45_HUMAN,Q96I25,5,2,-1.3219280948873622
sp|Q96I99|SUCB2_HUMAN,Q96I99,14,16,0.19264507794239583
sp|Q96IJ6|GMPPA_HUMAN,Q96IJ6,4,3,-0.4150374992788438
sp|Q96IU4|ABHEB_HUMAN,Q96IU4,8,4,-1
sp|Q96IX5|ATPMK_HUMAN,Q96IX5,3,3,0
sp|Q96IZ0|PAWR_HUMAN,Q96IZ0,5,2,-1.3219280948873622
sp|Q96JH7|VCIP1_HUMAN,Q96JH7,3,1,-1.5849625007211563
sp|Q96JP2|MY15B_HUMAN,Q96JP2,3,2,-0.5849625007211563
sp|Q96KP4|CNDP2_HUMAN,Q96KP4,16,9,-0.8300749985576876
sp|Q96KR1|ZFR_HUMAN,Q96KR1,9,0,-Inf
sp|Q96M27|PRRC1_HUMAN,Q96M27,3,2,-0.5849625007211563
sp|Q96MG7|NSE3_HUMAN,Q96MG7,2,0,-Inf
sp|Q96MX6|DAA10_HUMAN,Q96MX6,2,4,1
sp|Q96P16|RPR1A_HUMAN,Q96P16,2,0,-Inf
sp|Q96P70|IPO9_HUMAN,Q96P70,4,1,-2
sp|Q96PC5|MIA2_HUMAN,Q96PC5,7,3,-1.222392421336448
sp|Q96PD2|DCBD2_HUMAN,Q96PD2,7,2,-1.8073549220576042
sp|Q96PK6|RBM14_HUMAN,Q96PK6,21,11,-0.9328858041414629
sp|Q96PU8|QKI_HUMAN,Q96PU8,3,0,-Inf
sp|Q96Q11|TRNT1_HUMAN,Q96Q11,3,3,0
sp|Q96QK1|VPS35_HUMAN,Q96QK1,15,10,-0.5849625007211563
sp|Q96RP9|EFGM_HUMAN,Q96RP9,3,6,1
sp|Q96SQ9|CP2S1_HUMAN,Q96SQ9,4,4,0
sp|Q96T51|RUFY1_HUMAN,Q96T51,7,0,-Inf
sp|Q96T60|PNKP_HUMAN,Q96T60,2,1,-1
sp|Q96TA1|NIBA2_HUMAN,Q96TA1,27,12,-1.1699250014423124
sp|Q99417|MYCBP_HUMAN,Q99417,6,1,-2.584962500721156
sp|Q99426|TBCB_HUMAN,Q99426,13,8,-0.7004397181410921
sp|Q99436|PSB7_HUMAN,Q99436,5,3,-0.7369655941662062
sp|Q99439|CNN2_HUMAN,Q99439,9,0,-Inf
sp|Q99442|SEC62_HUMAN,Q99442,3,4,0.41503749927884376
sp|Q99459|CDC5L_HUMAN,Q99459,4,3,-0.4150374992788438
sp|Q99460|PSMD1_HUMAN,Q99460,22,27,0.2954558835261713
sp|Q99470|SDF2_HUMAN,Q99470,3,4,0.41503749927884376
sp|Q99471|PFD5_HUMAN,Q99471,10,3,-1.7369655941662063
sp|Q99497|PARK7_HUMAN,Q99497,26,16,-0.7004397181410921
sp|Q99536|VAT1_HUMAN,Q99536,13,11,-0.24100809950379493
sp|Q99538|LGMN_HUMAN,Q99538,3,0,-Inf
sp|Q99541|PLIN2_HUMAN,Q99541,4,2,-1
sp|Q99543|DNJC2_HUMAN,Q99543,9,0,-Inf
sp|Q99584|S10AD_HUMAN,Q99584,5,1,-2.321928094887362
sp|Q99598|TSNAX_HUMAN,Q99598,8,2,-2
sp|Q99614|TTC1_HUMAN,Q99614,3,0,-Inf
sp|Q99615|DNJC7_HUMAN,Q99615,23,11,-1.0641303374197155
sp|Q99622|C10_HUMAN,Q99622,3,2,-0.5849625007211563
sp|Q99623|PHB2_HUMAN,Q99623,28,28,0
sp|Q99627|CSN8_HUMAN,Q99627,2,3,0.5849625007211562
sp|Q99653|CHP1_HUMAN,Q99653,7,3,-1.222392421336448
sp|Q99685|MGLL_HUMAN,Q99685,2,1,-1
sp|Q99700|ATX2_HUMAN,Q99700,5,1,-2.321928094887362
sp|Q99714|HCD2_HUMAN,Q99714,16,17,0.0874628412503394
sp|Q99729|ROAA_HUMAN,Q99729,13,9,-0.5305147166987798
sp|Q99733|NP1L4_HUMAN,Q99733,15,6,-1.3219280948873622
sp|Q99747|SNAG_HUMAN,Q99747,1,0,-Inf
sp|Q99798|ACON_HUMAN,Q99798,11,17,0.6280312226130421
sp|Q99805|TM9S2_HUMAN,Q99805,2,1,-1
sp|Q99816|TS101_HUMAN,Q99816,2,2,0
sp|Q99829|CPNE1_HUMAN,Q99829,5,4,-0.3219280948873623
sp|Q99832|TCPH_HUMAN,Q99832,28,23,-0.2837929660005913
sp|Q99873|ANM1_HUMAN,Q99873,9,14,0.6374299206152918
sp|Q9BPW8|NIPS1_HUMAN,Q9BPW8,10,8,-0.3219280948873623
sp|Q9BPX5|ARP5L_HUMAN,Q9BPX5,3,0,-Inf
sp|Q9BQ52|RNZ2_HUMAN,Q9BQ52,1,4,2
sp|Q9BQ61|TRIR_HUMAN,Q9BQ61,4,0,-Inf
sp|Q9BQE3|TBA1C_HUMAN,Q9BQE3,78,67,-0.219313028404476
sp|Q9BQG0|MBB1A_HUMAN,Q9BQG0,3,27,3.169925001442312
sp|Q9BR61|ACBD6_HUMAN,Q9BR61,3,0,-Inf
sp|Q9BR76|COR1B_HUMAN,Q9BR76,9,6,-0.5849625007211563
sp|Q9BRA2|TXD17_HUMAN,Q9BRA2,10,5,-1
sp|Q9BRF8|CPPED_HUMAN,Q9BRF8,5,2,-1.3219280948873622
sp|Q9BRJ2|RM45_HUMAN,Q9BRJ2,4,3,-0.4150374992788438
sp|Q9BRJ7|TIRR_HUMAN,Q9BRJ7,2,0,-Inf
sp|Q9BRK5|CAB45_HUMAN,Q9BRK5,11,9,-0.28950661719498483
sp|Q9BRP4|PAAF1_HUMAN,Q9BRP4,3,1,-1.5849625007211563
sp|Q9BRP8|PYM1_HUMAN,Q9BRP8,5,2,-1.3219280948873622
sp|Q9BRR6|ADPGK_HUMAN,Q9BRR6,3,1,-1.5849625007211563
sp|Q9BRT9|SLD5_HUMAN,Q9BRT9,2,0,-Inf
sp|Q9BRX5|PSF3_HUMAN,Q9BRX5,5,0,-Inf
sp|Q9BRX8|PXL2A_HUMAN,Q9BRX8,6,7,0.22239242133644802
sp|Q9BS26|ERP44_HUMAN,Q9BS26,12,10,-0.2630344058337938
sp|Q9BS40|LXN_HUMAN,Q9BS40,2,2,0
sp|Q9BSD7|NTPCR_HUMAN,Q9BSD7,5,4,-0.3219280948873623
sp|Q9BSH4|TACO1_HUMAN,Q9BSH4,3,2,-0.5849625007211563
sp|Q9BSJ8|ESYT1_HUMAN,Q9BSJ8,5,22,2.137503523749935
sp|Q9BSV6|SEN34_HUMAN,Q9BSV6,4,0,-Inf
sp|Q9BT78|CSN4_HUMAN,Q9BT78,10,4,-1.3219280948873622
sp|Q9BTC0|DIDO1_HUMAN,Q9BTC0,4,0,-Inf
sp|Q9BTD8|RBM42_HUMAN,Q9BTD8,4,0,-Inf
sp|Q9BTE3|MCMBP_HUMAN,Q9BTE3,7,1,-2.807354922057604
sp|Q9BTL3|RAMAC_HUMAN,Q9BTL3,2,0,-Inf
sp|Q9BTT0|AN32E_HUMAN,Q9BTT0,5,3,-0.7369655941662062
sp|Q9BTU6|P4K2A_HUMAN,Q9BTU6,2,1,-1
sp|Q9BTY7|HGH1_HUMAN,Q9BTY7,3,3,0
sp|Q9BTZ2|DHRS4_HUMAN,Q9BTZ2,3,1,-1.5849625007211563
sp|Q9BU89|DOHH_HUMAN,Q9BU89,2,0,-Inf
sp|Q9BUF5|TBB6_HUMAN,Q9BUF5,3,8,1.4150374992788437
sp|Q9BUH6|PAXX_HUMAN,Q9BUH6,3,0,-Inf
sp|Q9BUJ2|HNRL1_HUMAN,Q9BUJ2,21,25,0.2515387669959644
sp|Q9BUL8|PDC10_HUMAN,Q9BUL8,4,0,-Inf
sp|Q9BUP3|HTAI2_HUMAN,Q9BUP3,10,8,-0.3219280948873623
sp|Q9BUR5|MIC26_HUMAN,Q9BUR5,5,3,-0.7369655941662062
sp|Q9BV20|MTNA_HUMAN,Q9BV20,5,1,-2.321928094887362
sp|Q9BV36|MELPH_HUMAN,Q9BV36,4,1,-2
sp|Q9BV44|THUM3_HUMAN,Q9BV44,2,1,-1
sp|Q9BV57|MTND_HUMAN,Q9BV57,5,1,-2.321928094887362
sp|Q9BV68|RN126_HUMAN,Q9BV68,2,0,-Inf
sp|Q9BV86|NTM1A_HUMAN,Q9BV86,3,1,-1.5849625007211563
sp|Q9BVG4|PBDC1_HUMAN,Q9BVG4,4,2,-1
sp|Q9BVG8|KIFC3_HUMAN,Q9BVG8,8,4,-1
sp|Q9BVK6|TMED9_HUMAN,Q9BVK6,10,10,0
sp|Q9BW30|TPPP3_HUMAN,Q9BW30,3,3,0
sp|Q9BW83|IFT27_HUMAN,Q9BW83,4,3,-0.4150374992788438
sp|Q9BW91|NUDT9_HUMAN,Q9BW91,5,2,-1.3219280948873622
sp|Q9BWD1|THIC_HUMAN,Q9BWD1,17,7,-1.2801079191927354
sp|Q9BWF3|RBM4_HUMAN,Q9BWF3,11,5,-1.137503523749935
sp|Q9BWJ5|SF3B5_HUMAN,Q9BWJ5,4,0,-Inf
sp|Q9BWM7|SFXN3_HUMAN,Q9BWM7,6,5,-0.2630344058337938
sp|Q9BWT3|PAPOG_HUMAN,Q9BWT3,2,0,-Inf
sp|Q9BX68|HINT2_HUMAN,Q9BX68,7,8,0.19264507794239583
sp|Q9BXF6|RFIP5_HUMAN,Q9BXF6,2,1,-1
sp|Q9BXJ9|NAA15_HUMAN,Q9BXJ9,12,7,-0.777607578663552
sp|Q9BXP5|SRRT_HUMAN,Q9BXP5,14,5,-1.4854268271702418
